バラ商品コード,バラ商品名称,ケース商品コード,ケース商品名称,バラ個数
'4514603428315,和紅茶無糖 ５００ｍｌ ,'4514603428308,和紅茶無糖 ５００ｍｌＸ２４ ,24
'4514603428513,三ツ矢はれひめ ４６０ｍｌ ,'4514603428506,三ツ矢はれひめ ４６０ｍｌＸ２４ ,24
'4514603429213,スマートカルシウム ５００ｍｌ ,'4514603429206,スマートカルシウム ５００ｍｌＸ２４ ,24
'4514603429312,黒豆黒茶 ５００ｍｌ ,'4514603429305,黒豆黒茶 ５００ｍｌＸ２４ ,24
'4514603429411,おいしい水白湯 ３４０ｍｌ ,'4514603429404,おいしい水白湯 ３４０ｍｌＸ２４ ,24
'4514603429510,特濃ハニーレモンスカッシュ ５００ｍｌ ,'4514603429503,特濃ハニーレモンスカッシュ ５００ｍｌＸ２４ ,24
'4514603429619,三ツ矢オレンジ＆カシス ５００ｍｌ ,'4514603429602,三ツ矢オレンジ＆カシス ５００ｍｌＸ２４ ,24
'4514603430011,三ツ矢芳醇メロンソーダ ５００ｍｌ ,'4514603430004,三ツ矢芳醇メロンソーダ ５００ｍｌＸ２４ ,24
'4514603430318,ＷＫピーチウーロン ４５０ｍｌ ,'4514603430301,ＷＫピーチウーロン ４５０ｍｌＸ２４ ,24
'4514603430417,三ツ矢特濃ピーチスカッシュ ５００ｍｌ ,'4514603430400,三ツ矢特濃ピーチスカッシュ ５００ｍｌＸ２４ ,24
'4514603430516,三ツ矢特濃ピーチスカッシュ １５００ｍｌ ,'4514603430509,三ツ矢特濃ピーチスカッシュ １５００ｍｌＸ８ ,8
'4514603431018,バヤリースオレンジ ４７０ｍｌ ,'4514603431001,バヤリースオレンジ ４７０ｍｌＸ２４ ,24
'4514603431117,ウィルキンソンタンサンウメ ５００ｍｌ ,'4514603431100,ウィルキンソンタンサンウメ ５００ｍｌＸ２４ ,24
'4514603431315,日本くだものがたり南高梅 ４５０ｍｌ ,'4514603431308,日本くだものがたり南高梅 ４５０ｍｌＸ２４ ,24
'4514603431414,三ツ矢サイダーゼロストロング ５００ｍｌ ,'4514603431407,三ツ矢サイダーゼロストロング ５００ｍｌＸ２４ ,24
'4514603431810,颯 ６２０ｍｌ ,'4514603431803,颯 ６２０ｍｌＸ２４ ,24
'4514603431919,三ツ矢特濃オレンジスカッシュ ５００ｍｌ ,'4514603431902,三ツ矢特濃オレンジスカッシュ ５００ｍｌＸ２４ ,24
'4514603432411,三ツ矢サイダーレモラ ５００ｍｌ ,'4514603432404,三ツ矢サイダーレモラ ５００ｍｌＸ２４ ,24
'4514603432718,颯 ２０００ｍｌ ,'4514603432701,颯 ２０００ｍｌＸ６ ,6
'4514603433012,三ツ矢サイダーゼロストロング １５００ｍｌ ,'4514603433005,三ツ矢サイダーゼロストロング １５００ｍｌＸ８ ,8
'4514603433111,十六茶 ６３０ｍｌ ,'4514603433104,十六茶 ６３０ｍｌＸ２４ ,24
'4514603433517,十六茶麦茶 ６６０ｍｌ ,'4514603433500,十六茶麦茶 ６６０ｍｌＸ２４ ,24
'4514603433913,三ツ矢クラフトコーラ ５００ｍｌ ,'4514603433906,三ツ矢クラフトコーラ ５００ｍｌＸ２４ ,24
'4514603434217,ＷＫアップルトニック ３５０ｍｌ ,'4514603434200,  ,24
'4514603434316,ＷＫレモンジンジャ ３５０ｍｌ ,'4514603434309,ＷＫレモンジンジャ ３５０ｍｌＸ２４ ,24
'4514603434712,三ツ矢特濃グレープ ５００ｍｌ ,'4514603434705,三ツ矢特濃グレープ ５００ｍｌＸ２４ ,24
'4514603434811,十六茶と３種のいいこと ２０００ｍｌ ,'4514603434804,十六茶と３種のいいこと ２０００ｍｌＸ６ ,6
'4514603434910,十六茶と３種のいいこと ６３０ｍｌ ,'4514603434903,十六茶と３種のいいこと ６３０ｍｌＸ２４ ,24
'4514603435016,ＷＫファイバー ４９０ｍｌ ,'4514603435009,ＷＫファイバー ４９０ｍｌＸ２４ ,24
'4514603435115,和紅茶 ５００ｍｌ ,'4514603435108,和紅茶 ５００ｍｌＸ２４ ,24
'4514603435818,ドデカミン ５００ｍｌ ,'4514603435801,ドデカミン ５００ｍｌＸ２４ ,24
'4514603435917,三ツ矢すきっと果実 ５００ｍｌ ,'4514603435900,三ツ矢すきっと果実 ５００ｍｌＸ２４ ,24
'4514603436013,ＷＫクラッシュグレフル ５００ｍｌ ,'4514603436006,ＷＫクラッシュグレフル ５００ｍｌＸ２４ ,24
'4514603436211,三ツ矢フルーツリッチプラス ５００ｍｌ ,'4514603436204,三ツ矢フルーツリッチプラス ５００ｍｌＸ２４ ,24
'4514603437119,ＷＫゼロコーラ ５００ｍｌ ,'4514603437102,ＷＫゼロコーラ ５００ｍｌＸ２４ ,24
'4514603437317,三ツ矢やんばるパイン ４５０ｍｌ ,'4514603437300,三ツ矢やんばるパイン ４５０ｍｌＸ２４ ,24
'4514603437515,十六茶金のブレンド ６３０ｍｌ ,'4514603437508,十六茶金のブレンド ６３０ｍｌＸ２４ ,24
'4514603437812,ＷＫビタミンＣ ４９０ｍｌ ,'4514603437805,ＷＫビタミンＣ ４９０ｍｌＸ２４ ,24
'4514603438116,三ツ矢ストロングレモン ５７０ｍｌ ,'4514603438109,三ツ矢ストロングレモン ５７０ｍｌＸ２４ ,24
'4514603439014,三ツ矢ルビーレモネード ５００ｍｌ ,'4514603439007,三ツ矢ルビーレモネード ５００ｍｌＸ２４ ,24
'4514603439212,バヤリースピールレモン ４７０ｍｌ ,'4514603439205,バヤリースピールレモン ４７０ｍｌＸ２４ ,24
'4514603439311,ＷＫクラッシュピーチ ５００ｍｌ ,'4514603439304,ＷＫクラッシュピーチ ５００ｍｌＸ２４ ,24
'4514603439618,三ツ矢特濃メロンスカッシュ ５００ｍｌ ,'4514603439601,三ツ矢特濃メロンスカッシュ ５００ｍｌＸ２４ ,24
'4514603439717,三ツ矢クラシック１９７０ ５００ｍｌ ,'4514603439700,三ツ矢クラシック１９７０ ５００ｍｌＸ２４ ,24
'4514603439816,和紅茶無糖ストレート香る白桃 ５００ｍｌ ,'4514603439809,和紅茶無糖ストレート香る白桃 ５００ｍｌＸ２４ ,24
'4514603440317,ＷＫライチ＆トニック ３５０ｍｌ ,'4514603440300,ＷＫライチ＆トニック ３５０ｍｌＸ２４ ,24
'4514603440416,スーパーＨ２Ｏドデカミン ６００ｍｌ ,'4514603440409,スーパーＨ２Ｏドデカミン ６００ｍｌＸ２４ ,24
'4514603440911,三ツ矢日本くだもの黄金桃 ４５０ｍｌ ,'4514603440904,三ツ矢日本くだもの黄金桃 ４５０ｍｌＸ２４ ,24
'4514603441314,三ツ矢特濃アップルスカッシュ ５００ｍｌ ,'4514603441307,三ツ矢特濃アップルスカッシュ ５００ｍｌＸ２４ ,24
'4514603441512,三ツ矢とろっと洋梨 ５００ｍｌ ,'4514603441505,三ツ矢とろっと洋梨 ５００ｍｌＸ２４ ,24
'4514603441611,三ツ矢フルーツリッチＧＡＢＡ ５００ｍｌ ,'4514603441604,三ツ矢フルーツリッチＧＡＢＡ ５００ｍｌＸ２４ ,24
'4514603441918,三ツ矢地中海ブラッドオレンジ ５００ｍｌ ,'4514603441901,三ツ矢地中海ブラッドオレンジ ５００ｍｌＸ２４ ,24
'4514603442212,バンホーテンココア ４７０ｍｌ ,'4514603442205,バンホーテンココア ４７０ｍｌＸ２４ ,24
'4514603442618,沖縄バヤリース石垣島パイン ５００ｍｌ ,'4514603442601,石垣島パイン ５００ｍｌＸ２４ ,24
'4514603442717,三ツ矢フルーツスパークリング ５００ｍｌ ,'4514603442700,三ツ矢フルーツスパークリング ５００ｍｌＸ２４ ,24
'4514603442816,ウィルキンソングレープ ５００ｍｌ ,'4514603442809,ウィルキンソングレープ ５００ｍｌＸ２４ ,24
'4514603443011,ドトールハニーカフェ・オ・レ ４８０ｍｌ ,'4514603443004,ドトールハニーカフェ・オ・レ ４８０ｍｌＸ２４ ,24
'4514603443110,香るブレンドハーブティー ６３０ｍｌ ,'4514603443103,香るブレンドハーブティー ６３０ｍｌＸ２４ ,24
'4514603443615,三ツ矢はちみつレモン濃いめ ５００ｍｌ ,'4514603443608,三ツ矢はちみつレモン濃いめ ５００ｍｌＸ２４ ,24
'4514603443813,三ツ矢特濃マスカット ５００ｍｌ ,'4514603443806,三ツ矢特濃マスカット ５００ｍｌＸ２４ ,24
'4514603444513,三ツ矢ゆずジンジャー ５００ｍｌ ,'4514603444506,三ツ矢ゆずジンジャー ５００ｍｌＸ２４ ,24
'4514603444612,三ツ矢とろっとマンゴー ５００ｍｌ ,'4514603444605,三ツ矢とろっとマンゴー ５００ｍｌＸ２４ ,24
'4514603444711,ワンダミルクコーヒー ４８０ｍｌ ,'4514603444704,ワンダミルクコーヒー ４８０ｍｌＸ２４ ,24
'4514603444810,ぎゅっと濃い十六茶 ６３０ｍｌ ,'4514603444803,ぎゅっと濃い十六茶 ６３０ｍｌＸ２４ ,24
'4514603444919,三ツ矢ＰＲＥＭＩＵＭ ５００ｍｌ ,'4514603444902,三ツ矢ＰＲＥＭＩＵＭ ５００ｍｌＸ２４ ,24
'4514603445015,三ツ矢特濃ピーチスカッシュ ５００ｍｌ ,'4514603445008,三ツ矢特濃ピーチスカッシュ ５００ｍｌＸ２４ ,24
'4514603445114,三ツ矢特濃ピーチスカッシュ １５００ｍｌ ,'4514603445107,三ツ矢特濃ピーチスカッシュ １５００ｍｌＸ８ ,8
'4514603445411,十六茶 ６３０ｍｌ ,'4514603445404,十六茶 ６３０ｍｌＸ２４ ,24
'4514603445510,ウィルキンソンウメ ５００ｍｌ ,'4514603445503,ウィルキンソンウメ ５００ｍｌＸ２４ ,24
'4514603445619,三ツ矢特濃オレンジスカッシュ ５００ｍｌ ,'4514603445602,三ツ矢特濃オレンジスカッシュ ５００ｍｌＸ２４ ,24
'4514603445817,ワンダコクの深味ブラック ４００ｇ ,'4514603445800,ワンダコクの深味ブラック ４００ｇＸ２４ ,24
'4514603446210,十六茶麦茶 ６６０ｍｌ ,'4514603446203,十六茶麦茶 ６６０ｍｌＸ２４ ,24
'4514603446715,三ツ矢免疫サポート ５００ｍｌ ,'4514603446708,三ツ矢免疫サポート ５００ｍｌＸ２４ ,24
'4514603447415,三ツ矢芳醇南高梅 ５００ｍｌ ,'4514603447408,三ツ矢芳醇南高梅 ５００ｍｌＸ２４ ,24
'4514603447514,三ツ矢サイダーＺＥＲＯ ５００ｍｌ ,'4514603447507,三ツ矢サイダーＺＥＲＯ ５００ｍｌＸ２４ ,24
'4514603447613,三ツ矢サイダーＺＥＲＯ １５００ｍｌ ,'4514603447606,三ツ矢サイダーＺＥＲＯ １５００ｍｌＸ８ ,8
'4514603447712,ＭＩＴＳＵＹＡ檸檬サイダー ５００ｍｌ ,'4514603447705,ＭＩＴＳＵＹＡ檸檬サイダー ５００ｍｌＸ２４ ,24
'4514603448115,ゼロしか勝たんドデカミン ５００ｍｌ ,'4514603448108,ゼロしか勝たんドデカミン ５００ｍｌＸ２４ ,24
'4514603448214,ドデカミン ５００ｍｌ ,'4514603448207,ドデカミン ５００ｍｌＸ２４ ,24
'4514603448511,ワンダコクの深味カフェオレ ３７０ｇ ,'4514603448504,ワンダコクの深味カフェオレ ３７０ｇＸ２４ ,24
'4514603448610,ワンダコクの深味カフェオレ ２６０ｇ ,'4514603448603,ワンダコクの深味カフェオレ ２６０ｇＸ２４ ,24
'4514603448719,ワンダコクの深味ブラック ２８５ｇ ,'4514603448702,ワンダコクの深味ブラック ２８５ｇＸ２４ ,24
'4514603448818,ワンダコクの深味微糖 ３７０ｇ ,'4514603448801,ワンダコクの深味微糖 ３７０ｇＸ２４ ,24
'4514603449013,ドライジンジャエール ５００ｍｌ ,'4514603449006,ドライジンジャエール ５００ｍｌＸ２４ ,24
'4514603449112,ジンジャエール ５００ｍｌ ,'4514603449105,ジンジャエール ５００ｍｌＸ２４ ,24
'4514603449211,ウィルキンソントニック ５００ｍｌ ,'4514603449204,ウィルキンソントニック ５００ｍｌＸ２４ ,24
'4514603449617,和紅茶無糖ストレート ５００ｍｌ ,'4514603449600,和紅茶無糖ストレート ５００ｍｌＸ２４ ,24
'4514603449716,三ツ矢メロンソーダ ５７０ｍｌ ,'4514603449709,三ツ矢メロンソーダ ５７０ｍｌＸ２４ ,24
'4514603449815,ウィルキンソンエクストラ ４９０ｍｌ ,'4514603449808,ウィルキンソンエクストラ ４９０ｍｌＸ２４ ,24
'4514603449914,颯 ６２０ｍｌ ,'4514603449907,颯 ６２０ｍｌＸ２４ ,24
'4514603450118,ウィルキンソンＧＯ ４９０ｍｌ ,'4514603450101,ウィルキンソンＧＯ ４９０ｍｌＸ２４ ,24
'4514603450217,三ツ矢特濃グレープスカッシュ ５００ｍｌ ,'4514603450200,三ツ矢特濃グレープスカッシュ ５００ｍｌＸ２４ ,24
'4514603451016,三ツ矢果実と野菜 ４３０ｍｌ ,'4514603451009,三ツ矢果実と野菜 ４３０ｍｌＸ２４ ,24
'4514603451412,バヤリースグァバ ５００ｍｌ ,'4514603451405,バヤリースグァバ（ケース） ５００ｍｌｘ２４ ,24
'4514603453812,三ツ矢トロピカルブレンド ５００ｍｌ ,'4514603453805,三ツ矢トロピカルブレンド ５００ｍｌＸ２４ ,24
'4514603454215,三ツ矢特濃パインスカッシュ ５００ｍｌ ,'4514603454208,三ツ矢特濃パインスカッシュ ５００ｍｌＸ２４ ,24
'4514603454314,ウィルキンソンＧＯマスカット ４９０ｍｌ ,'4514603454307,ウィルキンソンＧＯマスカット ４９０ｍｌＸ２４ ,24
'4514603454413,三ツ矢ストロングレモン ５７０ｍｌ ,'4514603454406,三ツ矢ストロングレモン ５７０ｍｌＸ２４ ,24
'4514603454819,美的十六茶 ６３０ｍｌ ,'4514603454802,美的十六茶 ６３０ｍｌＸ２４ ,24
'4514603455212,ウィルキンソンオレンジ ５００ｍｌ ,'4514603455205,ウィルキンソンオレンジ ５００ｍｌＸ２４ ,24
'4514603455311,三ツ矢特濃プレミアム ５００ｍｌ ,'4514603455304,三ツ矢特濃プレミアム ５００ｍｌＸ２４ ,24
'4514603455410,三ツ矢サイダーシルバー ５００ｍｌ ,'4514603455403,三ツ矢サイダーシルバー ５００ｍｌＸ２４ ,24
'4514603455519,ウィルキンソンシトラスビター ５００ｍｌ ,'4514603455502,ウィルキンソンシトラスビター ５００ｍｌＸ２４ ,24
'4514603455816,三ツ矢特濃アップルスカッシュ ５００ｍｌ ,'4514603455809,三ツ矢特濃アップルスカッシュ ５００ｍｌＸ２４ ,24
'4514603456011,ウィルキンソンＧＯアップル ４９０ｍｌ ,'4514603456004,ウィルキンソンＧＯアップル ４９０ｍｌＸ２４ ,24
'4514603456110,ウィルキンソングレープ ５００ｍｌ ,'4514603456103,ウィルキンソングレープ ５００ｍｌＸ２４ ,24
'4514603456417,バヤリース大人のマンゴー ４５０ｍｌ ,'4514603456400,バヤリース大人のマンゴー ４５０ｍｌＸ２４ ,24
'4514603456615,三ツ矢豊潤和梨 ５００ｍｌ ,'4514603456608,三ツ矢豊潤和梨 ５００ｍｌＸ２４ ,24
'4514603457117,三ツ矢ミックスジューソーダ ５００ｍｌ ,'4514603457100,三ツ矢ミックスジューソーダ ５００ｍｌＸ２４ ,24
'4514603457216,三ツ矢グレフルサイダー ５００ｍｌ ,'4514603457209,三ツ矢グレフルサイダー ５００ｍｌＸ２４ ,24
'4514603457414,おいしい水天然水白湯 ４７５ｍｌ ,'4514603457407,おいしい水天然水白湯 ４７５ｍｌＸ２４ ,24
'4514603458022,ウィルキンソンラベルレス ５００ｍｌＸ５ ,'4514603458008,ウィルキンソンラベルレス ５００ｍｌＸ５Ｘ４ ,4
'4514603458312,三ツ矢ブドウ糖ソーダ ５００ｍｌ ,'4514603458305,三ツ矢ブドウ糖ソーダ ５００ｍｌＸ２４ ,24
'4514603458411,ＷＫオレンジ＆トニック ５００ｍｌ ,'4514603458404,ＷＫオレンジ＆トニック ５００ｍｌＸ２４ ,24
'4514603459012,三ツ矢特濃マスカット ５００ｍｌ ,'4514603459005,三ツ矢特濃マスカット ５００ｍｌＸ２４ ,24
'4514603459913,三ツ矢特濃アップル＆ピーチ ５００ｍｌ ,'4514603459906,三ツ矢特濃アップル＆ピーチ ５００ｍｌＸ２４ ,24
'4514603460414,ＷＫジンジャエールアップル ５００ｍｌ ,'4514603460407,ＷＫジンジャエールアップル ５００ｍｌＸ２４ ,24
'4514603460711,三ツ矢ＭＥＲＲＹ　ＡＰＰＬＥ ５００ｍｌ ,'4514603460704,三ツ矢ＭＥＲＲＹ　ＡＰＰＬＥ ５００ｍｌＸ２４ ,24
'4514603460810,三ツ矢ＧＯＬＤ　ＳＥＬＥＣＴ ５００ｍｌ ,'4514603460803,三ツ矢ＧＯＬＤ　ＳＥＬＥＣＴ ５００ｍｌＸ２４ ,24
'4514603461114,三ツ矢特濃オレンジスカッシュ ５００ｍｌ ,'4514603461107,三ツ矢特濃オレンジスカッシュ ５００ｍｌＸ２４ ,24
'4514603461312,十六茶 ６３０ｍｌ ,'4514603461305,十六茶 ６３０ｍｌＸ２４ ,24
'4514603461411,三ツ矢梅しごと ５００ｍｌ ,'4514603461404,三ツ矢梅しごと ５００ｍｌＸ２４ ,24
'4514603461510,ドデカミン ５００ｍｌ ,'4514603461503,ドデカミン ５００ｍｌＸ２４ ,24
'4514603461718,ドデカミンのゼロ ５００ｍｌ ,'4514603461701,ドデカミンのゼロ ５００ｍｌＸ２４ ,24
'4514603461817,ウィルキンソンタンサンピーチ ５００ｍｌ ,'4514603461800,ウィルキンソンタンサンピーチ ５００ｍｌＸ２４ ,24
'4514603461916,十六茶麦茶 ６６０ｍｌ ,'4514603461909,十六茶麦茶 ６６０ｍｌＸ２４ ,24
'4514603462012,三ツ矢特濃ピーチスカッシュ ５００ｍｌ ,'4514603462005,三ツ矢特濃ピーチスカッシュ ５００ｍｌＸ２４ ,24
'4514603462715,ワンダクリアブラック ５００ｍｌ ,'4514603462708,ワンダクリアブラック ５００ｍｌＸ２４ ,24
